Alarm Group ID,Alarm Group Name,Alarm ID,Alarm Name,Alarm Severity
268390417,BTS3900,26123,GPS Maintenance Link Failure,Minor
268390521,BTS5900,26123,GPS Maintenance Link Failure,Minor
268390451,MICRO BTS3900,26123,GPS Maintenance Link Failure,Minor
268390522,BTS5900 LTE,26123,GPS Maintenance Link Failure,Minor
125,BTS3900 WCDMA,26123,GPS Maintenance Link Failure,Minor
268390408,BSC6910GSM,26123,GPS Maintenance Link Failure,Minor
8200,BTS3900 LTE,26123,GPS Maintenance Link Failure,Minor
8193,GBTS,26123,GPS Maintenance Link Failure,Minor
268390417,BTS3900,28246,GPS Receiver Antenna Fault,Minor
268390521,BTS5900,28246,GPS Receiver Antenna Fault,Minor
268390522,BTS5900 LTE,28246,GPS Receiver Antenna Fault,Minor
268390523,BTS5900 WCDMA,28246,GPS Receiver Antenna Fault,Minor
125,BTS3900 WCDMA,28246,GPS Receiver Antenna Fault,Minor
8200,BTS3900 LTE,28246,GPS Receiver Antenna Fault,Minor
268390417,BTS3900,28245,GPS Receiver Antenna Power Problem,Minor
268390521,BTS5900,28245,GPS Receiver Antenna Power Problem,Minor
268390522,BTS5900 LTE,28245,GPS Receiver Antenna Power Problem,Minor
268390523,BTS5900 WCDMA,28245,GPS Receiver Antenna Power Problem,Minor
8200,BTS3900 LTE,28245,GPS Receiver Antenna Power Problem,Minor
125,BTS3900 WCDMA,28245,GPS Receiver Antenna Power Problem,Minor
268390417,BTS3900,28244,GPS Receiver Hardware Fault,Minor
268390521,BTS5900,28244,GPS Receiver Hardware Fault,Minor
268390522,BTS5900 LTE,28244,GPS Receiver Hardware Fault,Minor
268390523,BTS5900 WCDMA,28244,GPS Receiver Hardware Fault,Minor
8200,BTS3900 LTE,28244,GPS Receiver Hardware Fault,Minor
125,BTS3900 WCDMA,28244,GPS Receiver Hardware Fault,Minor
268390522,BTS5900 LTE,28250,GPS Receiver Initialization Configuration Failure,Minor
268390417,BTS3900,28250,GPS Receiver Initialization Configuration Failure,Minor
268390521,BTS5900,28250,GPS Receiver Initialization Configuration Failure,Minor
268390523,BTS5900 WCDMA,28250,GPS Receiver Initialization Configuration Failure,Minor
125,BTS3900 WCDMA,28250,GPS Receiver Initialization Configuration Failure,Minor
8200,BTS3900 LTE,28250,GPS Receiver Initialization Configuration Failure,Minor
268390522,BTS5900 LTE,28249,GPS Receiver Maintenance Link Failure,Minor
268390521,BTS5900,28249,GPS Receiver Maintenance Link Failure,Minor
268390417,BTS3900,28249,GPS Receiver Maintenance Link Failure,Minor
268390523,BTS5900 WCDMA,28249,GPS Receiver Maintenance Link Failure,Minor
125,BTS3900 WCDMA,28249,GPS Receiver Maintenance Link Failure,Minor
8200,BTS3900 LTE,28249,GPS Receiver Maintenance Link Failure,Minor
268390522,BTS5900 LTE,28248,GPS Receiver Position Not Locked,Minor
268390417,BTS3900,28248,GPS Receiver Position Not Locked,Minor
268390521,BTS5900,28248,GPS Receiver Position Not Locked,Minor
268390523,BTS5900 WCDMA,28248,GPS Receiver Position Not Locked,Minor
8200,BTS3900 LTE,28248,GPS Receiver Position Not Locked,Minor
125,BTS3900 WCDMA,28248,GPS Receiver Position Not Locked,Minor
268390522,BTS5900 LTE,28247,GPS Receiver Software Program Error,Minor
268390417,BTS3900,28247,GPS Receiver Software Program Error,Minor
268390521,BTS5900,28247,GPS Receiver Software Program Error,Minor
268390523,BTS5900 WCDMA,28247,GPS Receiver Software Program Error,Minor
125,BTS3900 WCDMA,28247,GPS Receiver Software Program Error,Minor
8200,BTS3900 LTE,28247,GPS Receiver Software Program Error,Minor
8193,GBTS,13324,GPS Satellite Signals Lost Alarm,Warning
268390408,BSC6910GSM,13324,GPS Satellite Signals Lost Alarm,Warning
268390408,BSC6910GSM,11976,GPS antenna failure alarm,Major
8193,GBTS,11976,GPS antenna failure alarm,Major
268390408,BSC6910GSM,11782,GPS board communication alarm,Major
8193,GBTS,11782,GPS board communication alarm,Major
268390408,BSC6910GSM,11972,GPS board hardware alarm,Major
8193,GBTS,11972,GPS board hardware alarm,Major
268390408,BSC6910GSM,11790,GPS receiver communication alarm,Major
8193,GBTS,11790,GPS receiver communication alarm,Major
268390408,BSC6910GSM,11784,GPS receiver position not determined alarm,Warning
8193,GBTS,11784,GPS receiver position not determined alarm,Warning
268390408,BSC6910GSM,11792,GPS receiver work mode configuration error alarm,Minor
8193,GBTS,11792,GPS receiver work mode configuration error alarm,Minor
268390408,BSC6910GSM,11788,GPS satellite signal lost alarm,Warning
8193,GBTS,11788,GPS satellite signal lost alarm,Warning
8193,GBTS,21802,GSM Cell Manually Blocked,Warning
268390408,BSC6910GSM,21802,GSM Cell Manually Blocked,Warning
8193,GBTS,21801,GSM Cell out of Service,Major
268390408,BSC6910GSM,21801,GSM Cell out of Service,Major
268390408,BSC6910GSM,21820,GSM KPI Exceed Threshold,Major
268390521,BTS5900,28015,GSM Local Cell Blocked,Minor
268390417,BTS3900,28015,GSM Local Cell Blocked,Minor
268390417,BTS3900,28017,GSM Local Cell Capability Decline,Minor
268390521,BTS5900,28017,GSM Local Cell Capability Decline,Minor
268390417,BTS3900,28016,GSM Local Cell Unusable,Major
268390521,BTS5900,28016,GSM Local Cell Unusable,Major
268390408,BSC6910GSM,21808,GSM MSC Overload,Warning
268390409,BSC6910UMTS,22510,GTPU Faulty,Major
100000,OSS,103539,Gold Indicator Collection Channel Between the OSS and NE Is Abnormal,Major
268390408,BSC6910GSM,2372,Guard Against Theft Alarm,Major
8193,GBTS,3830,Guard Against Theft Alarm,Major
268390408,BSC6910GSM,6408,Guard Against Theft Alarm,Critical
8193,GBTS,2372,Guard Against Theft Alarm,Major
268390408,BSC6910GSM,3830,Guard Against Theft Alarm,Major
8193,GBTS,6408,Guard Against Theft Alarm,Critical
1029528,Link Set,40005,H.248 Link Set Broken,Critical
100000,OSS,364,HA Gateway Communication Failures,Critical
100000,OSS,361,HA Heartbeat Interruption,Critical
100000,OSS,363,HA Link Interruption,Critical
100000,OSS,650009,HA Resource in a Cluster Is Going to Be Insufficient,Critical
100000,OSS,51028,HA Service Monitoring Stopped,Major
100000,OSS,362,HA Synchronization Failures,Critical
100000,OSS,1066,HA System Exception,Critical
100000,OSS,1065,HA System Heartbeat Interruption,Major
8193,GBTS,3206,HDSL transmission alarm,Warning
268390408,BSC6910GSM,3206,HDSL transmission alarm,Warning
8193,GBTS,3444,HPA alarm,Critical
268390408,BSC6910GSM,3444,HPA alarm,Critical
100000,OSS,784,Handshake Failure Between the Application System and the OSS,Major
100000,OSS,368,Hard Disk Drive Fault (DISKN),Major
100000,OSS,369,Hard Disk Predictive Failure (DISKN),Minor
268390408,BSC6910GSM,11272,Hardware Alarm,Critical
8193,GBTS,11272,Hardware Alarm,Critical
268390408,BSC6910GSM,4794,Hardware Critical Alarm,Major
8193,GBTS,4794,Hardware Critical Alarm,Major
100000,OSS,324,Hardware Homing Exception,Critical
100000,OSS,51101,Hardware Information Not Registered,Major
100000,OSS,650005,Heartbeat Communication Between Active and Standby VRM Nodes Interrupted,Critical
100000,OSS,650029,Heartbeat Communication Between the Host and VRM Interrupted,Critical
100000,OSS,650006,Heartbeat Communication Between the VRM and the NTP Server Interrupted,Critical
268390408,BSC6910GSM,4938,Heat Board Alarm,Major
8193,GBTS,4938,Heat Board Alarm,Major
8193,GBTS,2502,Heat Exchanger Communication Alarm,Major
268390408,BSC6910GSM,2502,Heat Exchanger Communication Alarm,Major
8193,GBTS,8586,Heat Exchanger Communication Alarm,Major
268390408,BSC6910GSM,8586,Heat Exchanger Communication Alarm,Major
8193,GBTS,2494,Heat Exchanger Extended Alarm,Warning
268390408,BSC6910GSM,2494,Heat Exchanger Extended Alarm,Warning
268390408,BSC6910GSM,8578,Heat Exchanger Extended Alarm,Warning
8193,GBTS,8578,Heat Exchanger Extended Alarm,Warning
8193,GBTS,2496,Heat Exchanger Fault Alarm,Major
268390408,BSC6910GSM,2496,Heat Exchanger Fault Alarm,Major
8193,GBTS,8580,Heat Exchanger Fault Alarm,Major
268390408,BSC6910GSM,8580,Heat Exchanger Fault Alarm,Major
268390408,BSC6910GSM,10766,Heat Exchanger Hardware Failure Alarm,Major
8193,GBTS,10766,Heat Exchanger Hardware Failure Alarm,Major
268390408,BSC6910GSM,10758,Heat exchanger board communication alarm,Major
8193,GBTS,10758,Heat exchanger board communication alarm,Major
268390408,BSC6910GSM,8576,Heat-Exchanger Temperature Alarm,Major
8193,GBTS,8576,Heat-Exchanger Temperature Alarm,Major
268390408,BSC6910GSM,10768,Heater Alarm,Major
8193,GBTS,10768,Heater Alarm,Major
268390521,BTS5900,25659,Heater Hardware Fault,Minor
8200,BTS3900 LTE,25659,Heater Hardware Fault,Minor
268390417,BTS3900,25659,Heater Hardware Fault,Minor
268390522,BTS5900 LTE,25659,Heater Hardware Fault,Minor
268390540,BTS3900 5G,25659,Heater Hardware Fault,Minor
268390526,BTS5900 5G,25659,Heater Hardware Fault,Minor
268390523,BTS5900 WCDMA,25659,Heater Hardware Fault,Minor
268390408,BSC6910GSM,25659,Heater Hardware Fault,Minor
8193,GBTS,25659,Heater Hardware Fault,Minor
125,BTS3900 WCDMA,25659,Heater Hardware Fault,Minor
268390408,BSC6910GSM,4932,Hierarchical Power Supply Alarm,Major
8193,GBTS,3716,Hierarchical Power Supply Alarm,Major
268390408,BSC6910GSM,3716,Hierarchical Power Supply Alarm,Major
8193,GBTS,4932,Hierarchical Power Supply Alarm,Major
100000,OSS,103711,High Disk Inode Usage,Major
268390408,BSC6910GSM,2380,High Humidity Alarm,Major
8193,GBTS,2380,High Humidity Alarm,Major
100000,OSS,103699,High Node Thread Usage,Major
125,BTS3900 WCDMA,26294,High-Risk Function Enable,Minor
8200,BTS3900 LTE,26294,High-Risk Function Enable,Minor
268390417,BTS3900,26294,High-Risk Function Enable,Minor
268390521,BTS5900,26294,High-Risk Function Enable,Minor
8193,GBTS,26294,High-Risk Function Enable,Warning
268390522,BTS5900 LTE,26294,High-Risk Function Enable,Minor
268390523,BTS5900 WCDMA,26294,High-Risk Function Enable,Minor
268390526,BTS5900 5G,26294,High-Risk Function Enable,Minor
268390540,BTS3900 5G,26294,High-Risk Function Enable,Minor
268390408,BSC6910GSM,26294,High-Risk Function Enable,Warning
100000,OSS,650011,Host CPU Usage Exceeds the Threshold,Major
100000,OSS,650012,Host Memory Usage Exceeds the Threshold,Major
100000,OSS,650023,Host Storage Links Interrupted,Major
268390408,BSC6910GSM,7402,IASU Cock Source Lost Alarm,Major
8193,GBTS,7402,IASU Cock Source Lost Alarm,Major
8193,GBTS,3800,IASU Cock Source Lost alarm,Major
268390408,BSC6910GSM,3800,IASU Cock Source Lost alarm,Major
268390408,BSC6910GSM,7424,IASU Communication Alarm,Minor
8193,GBTS,7424,IASU Communication Alarm,Minor
8193,GBTS,3822,IASU Communication alarm,Minor
268390408,BSC6910GSM,3822,IASU Communication alarm,Minor
8193,GBTS,3804,IASU Configuration Lost Alarm,Major
268390408,BSC6910GSM,7406,IASU Configuration Lost Alarm,Major
8193,GBTS,7406,IASU Configuration Lost Alarm,Major
268390408,BSC6910GSM,3804,IASU Configuration Lost Alarm,Major
8193,GBTS,3802,IASU Crystal Oscillator Alarm,Major
268390408,BSC6910GSM,3802,IASU Crystal Oscillator Alarm,Major
8193,GBTS,3798,IASU E1 Port Alarm,Major
268390408,BSC6910GSM,3798,IASU E1 Port Alarm,Major
8193,GBTS,7400,IASU E1/T1 Port Alarm,Major
268390408,BSC6910GSM,7400,IASU E1/T1 Port Alarm,Major
268390408,BSC6910GSM,7404,IASU Hardware Failure Alarm,Major
8193,GBTS,7404,IASU Hardware Failure Alarm,Major
8193,GBTS,3806,IASU extended 76 alarm,Warning
268390408,BSC6910GSM,7408,IASU extended 76 alarm,Warning
8193,GBTS,7408,IASU extended 76 alarm,Warning
268390408,BSC6910GSM,3806,IASU extended 76 alarm,Warning
8193,GBTS,3808,IASU extended 77 alarm,Warning
268390408,BSC6910GSM,7410,IASU extended 77 alarm,Warning
8193,GBTS,7410,IASU extended 77 alarm,Warning
268390408,BSC6910GSM,3808,IASU extended 77 alarm,Warning
8193,GBTS,3810,IASU extended 78 alarm,Warning
268390408,BSC6910GSM,7412,IASU extended 78 alarm,Warning
8193,GBTS,7412,IASU extended 78 alarm,Warning
268390408,BSC6910GSM,3810,IASU extended 78 alarm,Warning
8193,GBTS,3812,IASU extended 79 alarm,Warning
268390408,BSC6910GSM,7414,IASU extended 79 alarm,Warning
8193,GBTS,7414,IASU extended 79 alarm,Warning
268390408,BSC6910GSM,3812,IASU extended 79 alarm,Warning
8193,GBTS,3814,IASU extended 7A alarm,Warning
8193,GBTS,7416,IASU extended 7A alarm,Warning
268390408,BSC6910GSM,7416,IASU extended 7A alarm,Warning
268390408,BSC6910GSM,3814,IASU extended 7A alarm,Warning
8193,GBTS,3816,IASU extended 7B alarm,Warning
268390408,BSC6910GSM,7418,IASU extended 7B alarm,Warning
268390408,BSC6910GSM,3816,IASU extended 7B alarm,Warning
8193,GBTS,7418,IASU extended 7B alarm,Warning
8193,GBTS,3818,IASU extended 7C alarm,Warning
268390408,BSC6910GSM,7420,IASU extended 7C alarm,Warning
268390408,BSC6910GSM,3818,IASU extended 7C alarm,Warning
8193,GBTS,7420,IASU extended 7C alarm,Warning
8193,GBTS,3820,IASU extended 7D alarm,Warning
8193,GBTS,7422,IASU extended 7D alarm,Warning
268390408,BSC6910GSM,7422,IASU extended 7D alarm,Warning
268390408,BSC6910GSM,3820,IASU extended 7D alarm,Warning
8193,GBTS,3824,IASU extended 7F alarm,Warning
268390408,BSC6910GSM,7426,IASU extended 7F alarm,Warning
268390408,BSC6910GSM,3824,IASU extended 7F alarm,Warning
8193,GBTS,7426,IASU extended 7F alarm,Warning
268390521,BTS5900,25891,IKE Negotiation Failure,Major
268390417,BTS3900,25891,IKE Negotiation Failure,Major
268390522,BTS5900 LTE,25891,IKE Negotiation Failure,Major
268390451,MICRO BTS3900,25891,IKE Negotiation Failure,Major
8200,BTS3900 LTE,25891,IKE Negotiation Failure,Major
268390523,BTS5900 WCDMA,25891,IKE Negotiation Failure,Major
268390526,BTS5900 5G,25891,IKE Negotiation Failure,Major
268390540,BTS3900 5G,25891,IKE Negotiation Failure,Major
268390408,BSC6910GSM,25891,IKE Negotiation Failure,Major
125,BTS3900 WCDMA,25891,IKE Negotiation Failure,Major
8193,GBTS,25891,IKE Negotiation Failure,Major
268390522,BTS5900 LTE,25832,IMA Group Activated Links Insufficient,Major
125,BTS3900 WCDMA,25832,IMA Group Activated Links Insufficient,Major
268390417,BTS3900,25832,IMA Group Activated Links Insufficient,Major
8200,BTS3900 LTE,25832,IMA Group Activated Links Insufficient,Major
268390521,BTS5900,25832,IMA Group Activated Links Insufficient,Major
268390523,BTS5900 WCDMA,25832,IMA Group Activated Links Insufficient,Major
268390409,BSC6910UMTS,21231,IMA Group Activated Links Insufficient,Major
268390522,BTS5900 LTE,25833,IMA Group Activated Links Insufficient at Far End,Minor
268390417,BTS3900,25833,IMA Group Activated Links Insufficient at Far End,Minor
8200,BTS3900 LTE,25833,IMA Group Activated Links Insufficient at Far End,Minor
268390521,BTS5900,25833,IMA Group Activated Links Insufficient at Far End,Minor
268390523,BTS5900 WCDMA,25833,IMA Group Activated Links Insufficient at Far End,Minor
125,BTS3900 WCDMA,25833,IMA Group Activated Links Insufficient at Far End,Minor
268390409,BSC6910UMTS,21232,IMA Group Activated Links Insufficient at Far End,Minor
268390521,BTS5900,25834,IMA Group Blocked at Far End,Minor
268390522,BTS5900 LTE,25834,IMA Group Blocked at Far End,Minor
268390417,BTS3900,25834,IMA Group Blocked at Far End,Minor
8200,BTS3900 LTE,25834,IMA Group Blocked at Far End,Minor
268390523,BTS5900 WCDMA,25834,IMA Group Blocked at Far End,Minor
125,BTS3900 WCDMA,25834,IMA Group Blocked at Far End,Minor
268390409,BSC6910UMTS,21233,IMA Group Blocked at Far End,Warning
268390522,BTS5900 LTE,25830,IMA Group Configuration Aborted,Major
125,BTS3900 WCDMA,25830,IMA Group Configuration Aborted,Major
268390417,BTS3900,25830,IMA Group Configuration Aborted,Major
8200,BTS3900 LTE,25830,IMA Group Configuration Aborted,Major
268390521,BTS5900,25830,IMA Group Configuration Aborted,Major
268390523,BTS5900 WCDMA,25830,IMA Group Configuration Aborted,Major
268390409,BSC6910UMTS,21229,IMA Group Configuration Aborted,Major
268390522,BTS5900 LTE,25831,IMA Group Configuration Aborted at Far End,Minor
268390417,BTS3900,25831,IMA Group Configuration Aborted at Far End,Minor
8200,BTS3900 LTE,25831,IMA Group Configuration Aborted at Far End,Minor
125,BTS3900 WCDMA,25831,IMA Group Configuration Aborted at Far End,Minor
268390521,BTS5900,25831,IMA Group Configuration Aborted at Far End,Minor
268390523,BTS5900 WCDMA,25831,IMA Group Configuration Aborted at Far End,Minor
268390409,BSC6910UMTS,21230,IMA Group Configuration Aborted at Far End,Warning
268390409,BSC6910UMTS,21236,IMA Group Local Startup,Minor
268390522,BTS5900 LTE,25829,IMA Group Startup at Far End,Minor
125,BTS3900 WCDMA,25829,IMA Group Startup at Far End,Minor
268390521,BTS5900,25829,IMA Group Startup at Far End,Minor
268390417,BTS3900,25829,IMA Group Startup at Far End,Minor
8200,BTS3900 LTE,25829,IMA Group Startup at Far End,Minor
268390523,BTS5900 WCDMA,25829,IMA Group Startup at Far End,Minor
268390409,BSC6910UMTS,21228,IMA Group Startup at Far End,Warning
268390522,BTS5900 LTE,25823,IMA Link Loss of Frame,Major
125,BTS3900 WCDMA,25823,IMA Link Loss of Frame,Major
268390417,BTS3900,25823,IMA Link Loss of Frame,Major
8200,BTS3900 LTE,25823,IMA Link Loss of Frame,Major
268390521,BTS5900,25823,IMA Link Loss of Frame,Major
268390523,BTS5900 WCDMA,25823,IMA Link Loss of Frame,Major
268390409,BSC6910UMTS,21221,IMA Link Loss of Frame,Minor
268390522,BTS5900 LTE,25824,IMA Link Out of Delay Synchronization,Major
125,BTS3900 WCDMA,25824,IMA Link Out of Delay Synchronization,Major
268390417,BTS3900,25824,IMA Link Out of Delay Synchronization,Major
8200,BTS3900 LTE,25824,IMA Link Out of Delay Synchronization,Major
268390521,BTS5900,25824,IMA Link Out of Delay Synchronization,Major
268390523,BTS5900 WCDMA,25824,IMA Link Out of Delay Synchronization,Major
268390409,BSC6910UMTS,21222,IMA Link Out of Delay Synchronization,Minor
268390522,BTS5900 LTE,25826,IMA Link RX Fault,Major
125,BTS3900 WCDMA,25826,IMA Link RX Fault,Major
268390417,BTS3900,25826,IMA Link RX Fault,Major
8200,BTS3900 LTE,25826,IMA Link RX Fault,Major
268390521,BTS5900,25826,IMA Link RX Fault,Major
268390523,BTS5900 WCDMA,25826,IMA Link RX Fault,Major
268390521,BTS5900,25828,IMA Link RX Unusable at Far End,Minor
8200,BTS3900 LTE,25828,IMA Link RX Unusable at Far End,Minor
268390522,BTS5900 LTE,25828,IMA Link RX Unusable at Far End,Minor
268390417,BTS3900,25828,IMA Link RX Unusable at Far End,Minor
125,BTS3900 WCDMA,25828,IMA Link RX Unusable at Far End,Minor
268390523,BTS5900 WCDMA,25828,IMA Link RX Unusable at Far End,Minor
268390409,BSC6910UMTS,21226,IMA Link RX Unusable at Far End,Minor
268390521,BTS5900,25825,IMA Link Remote Failure Indication,Minor
8200,BTS3900 LTE,25825,IMA Link Remote Failure Indication,Minor
268390417,BTS3900,25825,IMA Link Remote Failure Indication,Minor
125,BTS3900 WCDMA,25825,IMA Link Remote Failure Indication,Minor
268390522,BTS5900 LTE,25825,IMA Link Remote Failure Indication,Minor
268390523,BTS5900 WCDMA,25825,IMA Link Remote Failure Indication,Minor
268390409,BSC6910UMTS,21223,IMA Link Remote Failure Indication,Minor
268390521,BTS5900,25827,IMA Link TX Unusable at Far End,Minor
8200,BTS3900 LTE,25827,IMA Link TX Unusable at Far End,Minor
268390417,BTS3900,25827,IMA Link TX Unusable at Far End,Minor
125,BTS3900 WCDMA,25827,IMA Link TX Unusable at Far End,Minor
268390522,BTS5900 LTE,25827,IMA Link TX Unusable at Far End,Minor
268390523,BTS5900 WCDMA,25827,IMA Link TX Unusable at Far End,Minor
268390409,BSC6910UMTS,21225,IMA Link TX Unusable at Far End,Minor
268390522,BTS5900 LTE,25821,IMA/UNI Link Loss of Cell Delineation,Major
268390521,BTS5900,25821,IMA/UNI Link Loss of Cell Delineation,Major
8200,BTS3900 LTE,25821,IMA/UNI Link Loss of Cell Delineation,Major
268390417,BTS3900,25821,IMA/UNI Link Loss of Cell Delineation,Major
125,BTS3900 WCDMA,25821,IMA/UNI Link Loss of Cell Delineation,Major
268390523,BTS5900 WCDMA,25821,IMA/UNI Link Loss of Cell Delineation,Major
268390409,BSC6910UMTS,21227,IMA/UNI Link Loss of Cell Delineation,Minor
268390408,BSC6910GSM,3724,IOMU Aging alarm,Major
8193,GBTS,3724,IOMU Aging alarm,Major
8193,GBTS,3692,IOMU Clock Alarm,Major
268390408,BSC6910GSM,3692,IOMU Clock Alarm,Major
268390408,BSC6910GSM,3720,IOMU Extended 4B Alarm,Major
8193,GBTS,3720,IOMU Extended 4B Alarm,Major
8193,GBTS,3686,IOMU Flash Memory Alarm,Major
268390408,BSC6910GSM,3686,IOMU Flash Memory Alarm,Major
8193,GBTS,3682,IOMU Software Alarm,Major
268390408,BSC6910GSM,3682,IOMU Software Alarm,Major
268390408,BSC6910GSM,3696,IOMU Temperature Alarm,Warning
8193,GBTS,3696,IOMU Temperature Alarm,Warning
8193,GBTS,3694,IOMU Temperature Major Alarm,Major
268390408,BSC6910GSM,3694,IOMU Temperature Major Alarm,Major
8193,GBTS,3680,IOMU communication alarm,Major
268390408,BSC6910GSM,3680,IOMU communication alarm,Major
268390408,BSC6910GSM,3670,IOMU extended 32 alarm,Warning
8193,GBTS,3670,IOMU extended 32 alarm,Warning
268390408,BSC6910GSM,3676,IOMU extended 35 alarm,Warning
8193,GBTS,3676,IOMU extended 35 alarm,Warning
268390408,BSC6910GSM,3678,IOMU extended 36 alarm,Warning
8193,GBTS,3678,IOMU extended 36 alarm,Warning
8193,GBTS,3688,IOMU extended 3B alarm,Warning
268390408,BSC6910GSM,3688,IOMU extended 3B alarm,Warning
268390408,BSC6910GSM,3690,IOMU extended 3C alarm,Warning
8193,GBTS,3690,IOMU extended 3C alarm,Warning
8193,GBTS,3698,IOMU extended 40 alarm,Warning
268390408,BSC6910GSM,3698,IOMU extended 40 alarm,Warning
268390408,BSC6910GSM,3726,IOMU extended 4E alarm,Warning
8193,GBTS,3726,IOMU extended 4E alarm,Warning
268390408,BSC6910GSM,3730,IOMU extended 50 alarm,Warning
8193,GBTS,3730,IOMU extended 50 alarm,Warning
268390408,BSC6910GSM,3732,IOMU extended 51 alarm,Warning
8193,GBTS,3732,IOMU extended 51 alarm,Warning
268390408,BSC6910GSM,3734,IOMU extended 52 alarm,Warning
8193,GBTS,3734,IOMU extended 52 alarm,Warning
268390408,BSC6910GSM,3736,IOMU extended 53 alarm,Warning
8193,GBTS,3736,IOMU extended 53 alarm,Warning
268390408,BSC6910GSM,3738,IOMU extended 54 alarm,Warning
8193,GBTS,3738,IOMU extended 54 alarm,Warning
268390408,BSC6910GSM,3740,IOMU extended 55 alarm,Warning
8193,GBTS,3740,IOMU extended 55 alarm,Warning
8193,GBTS,3742,IOMU extended 56 alarm,Warning
268390408,BSC6910GSM,3742,IOMU extended 56 alarm,Warning
8193,GBTS,3744,IOMU extended 57 alarm,Warning
268390408,BSC6910GSM,3744,IOMU extended 57 alarm,Warning
8193,GBTS,3746,IOMU extended 58 alarm,Warning
268390408,BSC6910GSM,3746,IOMU extended 58 alarm,Warning
268390408,BSC6910GSM,3748,IOMU extended 59 alarm,Warning
8193,GBTS,3748,IOMU extended 59 alarm,Warning
268390408,BSC6910GSM,3750,IOMU extended 5A alarm,Warning
8193,GBTS,3750,IOMU extended 5A alarm,Warning
8193,GBTS,3752,IOMU extended 5B alarm,Warning
268390408,BSC6910GSM,3752,IOMU extended 5B alarm,Warning
8193,GBTS,3754,IOMU extended 5C alarm,Warning
268390408,BSC6910GSM,3754,IOMU extended 5C alarm,Warning
8193,GBTS,3756,IOMU extended 5D alarm,Warning
268390408,BSC6910GSM,3756,IOMU extended 5D alarm,Warning
8193,GBTS,3758,IOMU extended 5E alarm,Warning
268390408,BSC6910GSM,3758,IOMU extended 5E alarm,Warning
8193,GBTS,3760,IOMU extended 5F alarm,Warning
268390408,BSC6910GSM,3760,IOMU extended 5F alarm,Warning
8193,GBTS,3762,IOMU extended 60 alarm,Warning
268390408,BSC6910GSM,3762,IOMU extended 60 alarm,Warning
8193,GBTS,3764,IOMU extended 61 alarm,Warning
268390408,BSC6910GSM,3764,IOMU extended 61 alarm,Warning
8193,GBTS,3766,IOMU extended 62 alarm,Warning
268390408,BSC6910GSM,3766,IOMU extended 62 alarm,Warning
8193,GBTS,3768,IOMU extended 63 alarm,Warning
268390408,BSC6910GSM,3768,IOMU extended 63 alarm,Warning
8193,GBTS,3770,IOMU extended 64 alarm,Warning
268390408,BSC6910GSM,3770,IOMU extended 64 alarm,Warning
8193,GBTS,3772,IOMU extended 65 alarm,Warning
268390408,BSC6910GSM,3772,IOMU extended 65 alarm,Warning
8193,GBTS,3774,IOMU extended 66 alarm,Warning
268390408,BSC6910GSM,3774,IOMU extended 66 alarm,Warning
8193,GBTS,3776,IOMU extended 67 alarm,Warning
268390408,BSC6910GSM,3776,IOMU extended 67 alarm,Warning
8193,GBTS,3778,IOMU extended 68 alarm,Warning
268390408,BSC6910GSM,3778,IOMU extended 68 alarm,Warning
8193,GBTS,3780,IOMU extended 69 alarm,Warning
268390408,BSC6910GSM,3780,IOMU extended 69 alarm,Warning
8193,GBTS,3782,IOMU extended 6A alarm,Warning
268390408,BSC6910GSM,3782,IOMU extended 6A alarm,Warning
8193,GBTS,3784,IOMU extended 6B alarm,Warning
268390408,BSC6910GSM,3784,IOMU extended 6B alarm,Warning
8193,GBTS,3786,IOMU extended 6C alarm,Warning
268390408,BSC6910GSM,3786,IOMU extended 6C alarm,Warning
8193,GBTS,3788,IOMU extended 6D alarm,Warning
268390408,BSC6910GSM,3788,IOMU extended 6D alarm,Warning
8193,GBTS,3790,IOMU extended 6E alarm,Warning
268390408,BSC6910GSM,3790,IOMU extended 6E alarm,Warning
8193,GBTS,3792,IOMU extended 6F alarm,Warning
268390408,BSC6910GSM,3792,IOMU extended 6F alarm,Warning
268390521,BTS5900,25885,IP Address Conflict,Minor
8200,BTS3900 LTE,25885,IP Address Conflict,Minor
268390417,BTS3900,25885,IP Address Conflict,Minor
268390451,MICRO BTS3900,25885,IP Address Conflict,Minor
268390522,BTS5900 LTE,25885,IP Address Conflict,Minor
268390523,BTS5900 WCDMA,25885,IP Address Conflict,Minor
268390540,BTS3900 5G,25885,IP Address Conflict,Minor
268390526,BTS5900 5G,25885,IP Address Conflict,Minor
268390409,BSC6910UMTS,21347,IP Address Conflict,Minor
268390408,BSC6910GSM,21347,IP Address Conflict,Minor
125,BTS3900 WCDMA,25885,IP Address Conflict,Minor
8193,GBTS,25885,IP Address Conflict,Minor
268390408,BSC6910GSM,25885,IP Address Conflict,Minor
268390409,BSC6910UMTS,21602,IP Address In Transmission Resource Pool Blocked,Warning
268390408,BSC6910GSM,21602,IP Address In Transmission Resource Pool Blocked,Warning
8200,BTS3900 LTE,26263,IP Clock Link Failure,Minor
125,BTS3900 WCDMA,26263,IP Clock Link Failure,Minor
268390521,BTS5900,26263,IP Clock Link Failure,Minor
8193,GBTS,26263,IP Clock Link Failure,Minor
268390522,BTS5900 LTE,26263,IP Clock Link Failure,Minor
268390417,BTS3900,26263,IP Clock Link Failure,Minor
